Year,Round,Pick,Player,College,Games,Minutes Played,PTS,TRB,AST,FG%,3P%,FT%,Minutes Played per game,PTS per game,TBR per game,AST per game,WS,Team
1988,1,23,Jerome Lane,Pitt,218,3215,1154,1258,322,0.441,0.063,0.379,14.7,5.3,5.8,1.5,2.3,DEN
1988,2,43,Todd Mitchell,Purdue,24,353,123,50,21,0.443,0.0,0.578,14.7,5.1,2.1,0.9,-0.1,DEN
1988,2,47,Vernon Maxwell,Florida,855,24309,10912,2200,2912,0.398,0.32,0.733,28.4,12.8,2.6,3.4,27.4,DEN
1987,2,31,Andre Moore,Loyola Chicago,10,50,24,14,6,0.333,0.0,0.75,5.0,2.4,1.4,0.6,0.0,DEN
1987,5,100,Ron Grandison,New Orleans,105,872,254,163,58,0.404,0.167,0.713,8.3,2.4,1.6,0.6,1.2,DEN
1986,1,16,Maurice Martin,Saint Joseph's,69,422,204,65,49,0.378,0.211,0.598,6.1,3.0,0.9,0.7,-0.3,DEN
1986,1,18,Mark Alarie,Duke,325,5500,2432,1120,363,0.475,0.252,0.775,16.9,7.5,3.4,1.1,8.4,DEN
1986,2,41,Otis Smith,Jacksonville University,375,7720,3951,1416,690,0.455,0.251,0.762,20.6,10.5,3.8,1.8,12.3,DEN
1986,6,133,Anthony Frederick,Pepperdine,147,1640,718,280,135,0.439,0.273,0.699,11.2,4.9,1.9,0.9,0.7,DEN
1985,1,15,Blair Rasmussen,Oregon,532,11409,5119,3006,467,0.472,0.257,0.767,21.4,9.6,5.7,0.9,19.0,DEN
1985,2,43,Barry Stevens,Iowa State,2,6,2,2,0,0.5,0.0,0.0,3.0,1.0,1.0,0.0,0.0,DEN
1985,4,89,Pete Williams,Arizona,58,583,153,147,15,0.602,0.0,0.425,10.1,2.6,2.5,0.3,1.4,DEN
1984,2,42,Willie White,Chattanooga,82,577,302,80,82,0.432,0.313,0.741,7.0,3.7,1.0,1.0,0.3,DEN
1983,1,15,Howard Carter,LSU,66,754,351,89,75,0.44,0.227,0.774,11.4,5.3,1.3,1.1,0.0,DEN
1982,1,19,Rob Williams,Houston,153,3367,1319,330,825,0.439,0.274,0.789,22.0,8.6,2.2,5.4,2.1,DEN
1981,2,34,Ken Green,University of Texas Rio Grande Valley,7,72,31,27,2,0.481,0.0,0.556,10.3,4.4,3.9,0.3,0.3,DEN
1981,10,211,Derrick Rowland,State University of New York at Potsdam,2,9,3,1,1,0.333,0.0,0.5,4.5,1.5,0.5,0.5,0.0,DEN
1980,1,5,James Ray,Jacksonville University,103,843,334,228,76,0.428,0.333,0.629,8.2,3.2,2.2,0.7,-0.3,DEN
1980,1,23,Carl Nicks,Indiana State University,156,2579,1067,297,249,0.462,0.0,0.57,16.5,6.8,1.9,1.6,-0.4,DEN
1980,2,41,Jawann Oldham,Seattle University,329,5241,1455,1353,162,0.479,0.0,0.607,15.9,4.4,4.1,0.5,4.3,DEN
1980,3,47,Kurt Nimphius,Arizona State,564,11441,3602,2474,681,0.487,0.1,0.668,20.3,6.4,4.4,1.2,17.5,DEN
1980,3,51,Ronnie Valentine,Old Dominion,24,123,84,30,7,0.378,0.5,0.474,5.1,3.5,1.3,0.3,-0.3,DEN
1979,2,30,Gary Garland,DePaul,78,1106,334,138,145,0.435,0.316,0.692,14.2,4.3,1.8,1.9,0.5,DEN
1978,1,21,Mike Evans,Kansas State,591,9858,4531,808,1514,0.452,0.307,0.807,16.7,7.7,1.4,2.6,9.3,DEN
1978,3,46,Hollis Copeland,Rutgers University,93,1260,464,161,89,0.488,0.0,0.739,13.5,5.0,1.7,1.0,1.3,DEN
1977,1,9,Tom LaGarde,UNC,312,6194,2376,1593,456,0.462,0.0,0.64,19.9,7.6,5.1,1.5,6.5,DEN
1977,1,21,Anthony Roberts,Oral Roberts,213,3867,1658,837,265,0.412,0.0,0.699,18.2,7.8,3.9,1.2,3.3,DEN
1977,3,65,Robert Smith,UNLV,229,3118,1135,288,401,0.435,0.0,0.877,13.6,5.0,1.3,1.8,5.6,DEN
2023,1,5,Ausar Thompson,Out US,63,1583,556,402,120,0.483,0.186,0.597,25.1,8.8,6.4,1.9,1.8,DET
2022,1,5,Jaden Ivey,Purdue,151,4521,2389,552,683,0.422,0.339,0.748,29.9,15.8,3.7,4.5,0.4,DET
2021,1,1,Cade Cunningham,Oklahoma State,138,4562,2758,696,892,0.432,0.329,0.858,33.1,20.0,5.0,6.5,1.1,DET
2021,2,37,JT Thor,Auburn,165,2012,528,341,84,0.418,0.32,0.644,12.2,3.2,2.1,0.5,1.0,DET
2021,2,42,Isaiah Livers,Michigan,94,2051,581,248,87,0.407,0.358,0.789,21.8,6.2,2.6,0.9,1.6,DET
2021,2,52,Luka Garza,Iowa,85,754,466,194,42,0.488,0.325,0.703,8.9,5.5,2.3,0.5,2.2,DET
2020,1,7,Killian Hayes,Out US,210,5479,1704,619,1090,0.382,0.277,0.775,26.1,8.1,2.9,5.2,-0.5,DET
2019,1,15,Sekou Doumbouya,Out US,96,1639,542,267,66,0.388,0.256,0.693,17.1,5.6,2.8,0.7,-0.4,DET
2019,2,45,Isaiah Roby,Nebraska,151,2858,1159,667,216,0.485,0.351,0.675,18.9,7.7,4.4,1.4,4.0,DET
2018,2,42,Bruce Brown,Miami (FL),416,10454,3705,1765,1033,0.481,0.337,0.764,25.1,8.9,4.2,2.5,19.3,DET
2017,1,12,Luke Kennard,Duke,395,9287,3941,1118,830,0.454,0.439,0.879,23.5,10.0,2.8,2.1,19.7,DET
2016,1,18,Henry Ellenson,Marquette,83,787,342,206,49,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.4,DET
2016,2,49,Michael Gbinije,Syracuse,9,32,4,3,2,0.1,0.0,1.0,3.6,0.4,0.3,0.2,-0.1,DET
2015,1,8,Stanley Johnson,Arizona,449,8879,2806,1404,679,0.391,0.305,0.748,19.8,6.2,3.1,1.5,6.9,DET
2015,2,38,Darrun Hilliard,Villanova,91,859,295,85,71,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,DET
2014,2,38,Spencer Dinwiddie,Colorado,542,15083,7206,1642,2804,0.414,0.333,0.796,27.8,13.3,3.0,5.2,32.4,DET
2013,1,8,Kentavious Caldwell-Pope,Georgia,835,24757,9499,2539,1516,0.427,0.369,0.819,29.6,11.4,3.0,1.8,43.9,DET
2013,2,37,Tony Mitchell,University of North Texas,21,79,22,26,2,0.417,1.0,0.579,3.8,1.0,1.2,0.1,0.2,DET
2013,2,56,Peyton Siva,Louisville,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,DET
2012,1,9,Andre Drummond,UConn,864,23469,11000,10671,1073,0.543,0.125,0.482,27.2,12.7,12.4,1.2,75.4,DET
2012,2,39,Khris Middleton,Texas A&M,739,22980,12461,3563,2916,0.46,0.388,0.879,31.1,16.9,4.8,3.9,55.9,DET
2012,2,44,Kim English,Missouri,41,407,119,37,26,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,DET
2011,1,8,Brandon Knight,Kentucky,451,13202,6301,1385,1777,0.411,0.352,0.807,29.3,14.0,3.1,3.9,11.6,DET
2011,2,33,Kyle Singler,Duke,356,7794,2326,1026,272,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10.0,DET
2011,2,52,Vernon Macklin,Florida,23,135,46,34,5,0.543,0.0,0.571,5.9,2.0,1.5,0.2,0.5,DET
2010,1,7,Greg Monroe,Georgetown,646,17670,8402,5293,1376,0.514,0.059,0.703,27.4,13.0,8.2,2.1,50.4,DET
2009,1,15,Austin Daye,Gonzaga,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,DET
2009,2,35,DaJuan Summers,Georgetown,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1.0,0.3,-0.1,DET
2009,2,39,Jonas Jerebko,Out US,635,11323,3919,2522,525,0.457,0.363,0.77,17.8,6.2,4.0,0.8,25.8,DET
2009,2,44,Chase Budinger,Arizona,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3.0,1.2,13.9,DET
2008,1,29,D.J. White,Indiana,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,DET
2007,1,15,Rodney Stuckey,Eastern Washington,651,17890,8185,1912,2333,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,DET
2007,1,27,Arron Afflalo,UCLA,762,20829,8198,2176,1386,0.45,0.386,0.825,27.3,10.8,2.9,1.8,33.5,DET
2006,2,60,Will Blalock,Iowa State,14,166,25,15,17,0.3,0.2,1.0,11.9,1.8,1.1,1.2,-0.1,DET
2005,1,26,Jason Maxiell,Cincinnati,618,11379,3481,2576,266,0.495,0.0,0.564,18.4,5.6,4.2,0.4,20.3,DET
2005,2,56,Amir Johnson,Out US,870,18323,6102,4692,1073,0.57,0.332,0.673,21.1,7.0,5.4,1.2,55.3,DET
2005,2,60,Alex Acker,Pepperdine,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1.0,0.5,-0.2,DET
2003,1,2,Darko Miličić,Out US,468,8638,2813,1971,405,0.46,0.0,0.574,18.5,6.0,4.2,0.9,7.1,DET
2003,1,25,Carlos Delfino,Out US,507,11580,4115,1815,887,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,DET
2003,2,58,Andreas Glyniadakis,Out US,13,81,17,8,1,0.471,0.0,0.5,6.2,1.3,0.6,0.1,-0.2,DET
2002,1,23,Tayshaun Prince,Kentucky,1017,31576,11272,4332,2406,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,DET
2001,1,9,Rodney White,UNC Charlotte,218,3354,1540,485,237,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,DET
2001,2,38,Mehmet Okur,Out US,634,18429,8561,4436,1089,0.458,0.375,0.797,29.1,13.5,7.0,1.7,54.7,DET
2000,1,14,Mateen Cleaves,Michigan State,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,DET
2000,2,44,Brian Cardinal,Purdue,456,6477,2108,1050,465,0.408,0.372,0.861,14.2,4.6,2.3,1.0,15.4,DET
1998,1,11,Bonzi Wells,Ball State University,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,DET
1998,2,40,Korleone Young,Out US,3,15,13,4,1,0.5,0.25,1.0,5.0,4.3,1.3,0.3,0.1,DET
1997,1,19,Scot Pollard,Kansas,506,8372,2222,2351,220,0.494,0.0,0.709,16.5,4.4,4.6,0.4,26.6,DET
1997,2,32,Charles O'Bannon,UCLA,48,399,120,67,29,0.4,0.0,0.87,8.3,2.5,1.4,0.6,0.6,DET
1996,1,26,Jerome Williams,Georgetown,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,DET
1995,1,18,Theo Ratliff,Wyoming,810,20500,5809,4596,465,0.496,0.0,0.71,25.3,7.2,5.7,0.6,47.9,DET
1995,1,19,Randolph Childress,Wake Forest,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1.0,-0.2,DET
1995,2,30,Lou Roe,UMass,66,479,130,92,21,0.333,0.25,0.647,7.3,2.0,1.4,0.3,0.0,DET
1995,2,58,Don Reid,Georgetown,403,5374,1454,1169,143,0.53,0.0,0.658,13.3,3.6,2.9,0.4,13.7,DET
1994,1,3,Grant Hill,Duke,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6.0,4.1,99.9,DET
1993,1,10,Lindsey Hunter,Jackson State University,937,23253,7956,2021,2506,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,DET
1993,1,11,Allan Houston,Tennessee,839,28311,14551,2434,1990,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,DET
1992,1,19,Don MacLean,UCLA,319,6679,3490,1210,404,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,DET
1991,2,40,Doug Overton,La Salle,499,7275,2253,654,1038,0.412,0.319,0.816,14.6,4.5,1.3,2.1,2.5,DET
1990,1,26,Lance Blanks,Texas,142,1045,289,110,117,0.436,0.253,0.667,7.4,2.0,0.8,0.8,0.7,DET
1989,1,27,Kenny Battle,Illinois,134,1795,627,327,106,0.504,0.133,0.725,13.4,4.7,2.4,0.8,3.7,DET
1988,2,30,Fennis Dembo,Wyoming,31,74,36,23,5,0.333,0.0,0.8,2.4,1.2,0.7,0.2,-0.1,DET
1988,2,48,Micheal Williams,Baylor,413,10403,4533,1050,2385,0.464,0.227,0.868,25.2,11.0,2.5,5.8,28.5,DET
1987,3,65,Eric White,Pepperdine,55,788,336,132,26,0.525,1.0,0.798,14.3,6.1,2.4,0.5,1.3,DET
1987,4,88,Dave Popson,UNC,41,196,76,46,13,0.405,0.0,0.75,4.8,1.9,1.1,0.3,-0.1,DET
1986,1,11,John Salley,Georgia Tech,748,16524,5228,3356,916,0.506,0.214,0.714,22.1,7.0,4.5,1.2,41.5,DET
1986,2,27,Dennis Rodman,Southeastern Oklahoma State University,911,28839,6683,11954,1600,0.521,0.231,0.584,31.7,7.3,13.1,1.8,89.8,DET
1985,1,18,Joe Dumars,McNeese State University,1018,35139,16401,2203,4612,0.46,0.382,0.843,34.5,16.1,2.2,4.5,86.2,DET
1985,4,87,Spud Webb,NC State,814,20288,8072,1742,4342,0.452,0.314,0.848,24.9,9.9,2.1,5.3,40.2,DET
1984,1,20,Tony Campbell,Ohio State,690,15180,7994,2117,1019,0.456,0.254,0.79,22.0,11.6,3.1,1.5,20.7,DET
1983,1,8,Antoine Carr,Wichita State,987,19780,9176,3384,1086,0.503,0.13,0.78,20.0,9.3,3.4,1.1,42.1,DET
1983,5,101,Ken Austin,Rice University,7,28,12,3,1,0.462,0.0,0.0,4.0,1.7,0.4,0.1,0.0,DET
1982,1,9,Cliff Levingston,Wichita State,830,16962,5888,4307,752,0.516,0.152,0.676,20.4,7.1,5.2,0.9,44.2,DET
1982,1,18,Ricky Pierce,Rice University,969,23665,14467,2296,1826,0.493,0.322,0.875,24.4,14.9,2.4,1.9,72.2,DET
1982,4,78,Walker Russell,Western Michigan,155,1767,464,187,350,0.393,0.158,0.8,11.4,3.0,1.2,2.3,-0.7,DET
1981,1,2,Isiah Thomas,Indiana,979,35516,18822,3478,9061,0.452,0.29,0.759,36.3,19.2,3.6,9.3,80.7,DET
1981,1,12,Kelly Tripucka,Notre Dame,707,20959,12142,2703,2090,0.473,0.361,0.849,29.6,17.2,3.8,3.0,44.4,DET
1980,1,17,Larry Drew,Missouri,714,18370,8110,1265,3702,0.467,0.291,0.798,25.7,11.4,1.8,5.2,24.4,DET
1980,2,45,Brad Branson,SMU,72,856,391,206,52,0.422,0.0,0.725,11.9,5.4,2.9,0.7,0.9,DET
1980,4,70,Darwin Cook,University of Portland,612,14156,5820,1308,2248,0.453,0.196,0.764,23.1,9.5,2.1,3.7,22.9,DET
1980,5,93,Tony Fuller,Pepperdine,15,248,60,42,28,0.364,0.0,0.75,16.5,4.0,2.8,1.9,-0.1,DET
1979,1,4,Greg Kelser,Michigan State,305,6032,2961,1402,411,0.486,0.167,0.686,19.8,9.7,4.6,1.3,8.6,DET
1979,1,10,Roy Hamilton,UCLA,73,1121,336,110,192,0.4,0.0,0.684,15.4,4.6,1.5,2.6,-0.4,DET
1979,1,15,Phil Hubbard,Michigan,665,15863,7228,3538,857,0.495,0.038,0.706,23.9,10.9,5.3,1.3,29.0,DET
1979,2,29,Tony Price,Penn,5,29,4,0,3,0.286,0.0,0.0,5.8,0.8,0.0,0.6,-0.1,DET
1979,3,48,Terry Duerod,Detroit Mercy,143,1977,961,160,170,0.462,0.329,0.672,13.8,6.7,1.1,1.2,1.0,DET
1978,2,23,Terry Tyler,Detroit Mercy,871,21740,8868,4675,1039,0.484,0.0,0.703,25.0,10.2,5.4,1.2,40.8,DET
1978,2,29,John Long,Detroit Mercy,893,22680,12131,2492,1738,0.467,0.0,0.862,25.4,13.6,2.8,1.9,32.0,DET
1978,8,157,Earl Evans,UNLV,36,381,157,75,37,0.45,0.389,0.571,10.6,4.4,2.1,1.0,0.1,DET
1977,2,36,Ben Poquette,Central Michigan University,718,15763,4899,3731,872,0.483,0.0,0.779,22.0,6.8,5.2,1.2,30.4,DET
1976,1,4,Leon Douglas,Alabama,456,10111,3587,2954,479,0.495,0.0,0.601,22.2,7.9,6.5,1.1,15.2,DET
1976,3,38,Phil Sellers,Rutgers University,44,329,198,41,25,0.384,0.0,0.722,7.5,4.5,0.9,0.6,0.0,DET
1975,4,64,Lindsay Hairston,Michigan State,47,651,273,179,21,0.456,0.0,0.58,13.9,5.8,3.8,0.4,1.0,DET
1975,9,151,Terry Thomas,Detroit Mercy,28,136,77,36,3,0.431,0.0,0.724,4.9,2.8,1.3,0.1,0.2,DET
1974,1,15,Al Eberhard,Missouri,220,4138,1490,760,175,0.433,0.0,0.797,18.8,6.8,3.5,0.8,5.3,DET
1974,2,33,Eric Money,Arizona,426,10827,5211,894,1623,0.494,0.0,0.748,25.4,12.2,2.1,3.8,14.8,DET
1974,10,175,Bill Ligon,Vanderbilt,38,272,126,26,25,0.385,0.0,0.64,7.2,3.3,0.7,0.7,-0.2,DET
1973,3,44,Bo Lamar,Louisiana,71,1165,502,92,177,0.406,0.0,0.676,16.4,7.1,1.3,2.5,0.5,DET
1973,3,50,Larry Kenon,Memphis,503,15517,8535,3942,1287,0.489,0.0,0.798,30.8,17.0,7.8,2.6,36.5,DET
1973,8,129,Ben Kelso,Central Michigan University,46,298,85,31,18,0.365,0.0,0.682,6.5,1.8,0.7,0.4,0.0,DET
1972,1,9,Bob Nash,Hawaii,219,2557,1036,483,147,0.435,0.0,0.73,11.7,4.7,2.2,0.7,2.6,DET
1972,2,17,Chris Ford,Villanova,794,22043,7314,2394,2719,0.46,0.0,0.731,27.8,9.2,3.0,3.4,35.6,DET
1972,8,117,Ben Kelso,Central Michigan University,46,298,85,31,18,0.365,0.0,0.682,6.5,1.8,0.7,0.4,0.0,DET
1971,1,11,Curtis Rowe,UCLA,590,18277,6873,4264,932,0.482,0.0,0.701,31.0,11.6,7.2,1.6,34.1,DET
1971,2,29,Isaiah Wilson,University of Baltimore,48,322,167,47,41,0.356,0.0,0.732,6.7,3.5,1.0,0.9,-0.5,DET
1971,3,45,Marv Roberts,Utah State University,28,209,58,25,19,0.355,0.0,0.667,7.5,2.1,0.9,0.7,-0.2,DET
1970,1,1,Bob Lanier,St. Bonaventure,959,32103,19248,9698,3007,0.514,0.0,0.767,33.5,20.1,10.1,3.1,117.1,DET
1970,8,122,Dan Issel,Kentucky,718,22342,14659,5707,1804,0.506,0.0,0.797,31.1,20.4,7.9,2.5,82.3,DET
1970,14,205,Randy Smith,Buffalo State,976,31444,16262,3597,4487,0.47,0.0,0.781,32.2,16.7,3.7,4.6,60.1,DET
1970,16,224,Harvey Mariatt,Eastern Michigan,61,746,225,86,94,0.373,0.0,0.85,12.2,3.7,1.4,1.5,-0.1,DET
1969,1,4,Terry Driscoll,Boston College,244,3281,1015,1026,189,0.425,0.0,0.69,13.4,4.2,4.2,0.8,5.0,DET
1969,2,19,Willie Norwood,Alcorn State,430,7341,3209,1597,364,0.488,0.0,0.697,17.1,7.5,3.7,0.8,17.6,DET
1969,5,61,Steve Mix,Toledo,787,18827,8355,4159,1393,0.498,0.0,0.803,23.9,10.6,5.3,1.8,57.6,DET
1969,8,103,Bob Arnzen,Notre Dame,55,594,301,152,24,0.462,0.0,0.865,10.8,5.5,2.8,0.4,1.0,DET
1969,9,117,George Reynolds,Houston,10,44,21,14,12,0.421,0.0,0.714,4.4,2.1,1.4,1.2,0.1,DET
1968,1,6,Otto Moore,University of Texas Rio Grande Valley,682,16893,5616,5575,1060,0.453,0.0,0.609,24.8,8.2,8.2,1.6,24.7,DET
1968,2,20,Manny Leaks,Niagara University,135,3375,1114,921,120,0.391,0.0,0.714,25.0,8.3,6.8,0.9,1.0,DET
1968,4,42,Rich Niemann,Saint Louis,40,290,113,106,18,0.414,0.0,0.778,7.3,2.8,2.7,0.5,0.3,DET
1968,6,70,Wally Anderzunas,Creighton,44,370,159,82,9,0.392,0.0,0.63,8.4,3.6,1.9,0.2,-0.2,DET
1967,1,1,Jimmy Walker,Providence,698,23590,11655,1860,2429,0.461,0.0,0.829,33.8,16.7,2.7,3.5,42.9,DET
1967,1,4,Sonny Dove,St. John's,57,398,174,114,23,0.394,0.0,0.581,7.0,3.1,2.0,0.4,0.0,DET
1967,5,45,Paul Long,Wake Forest,71,436,274,57,54,0.464,0.0,0.753,6.1,3.9,0.8,0.8,1.0,DET
1967,8,81,George Carter,St. Bonaventure,1,5,3,0,1,0.5,0.0,1.0,5.0,3.0,0.0,1.0,0.0,DET
1966,1,2,Dave Bing,Syracuse,901,32769,18327,3420,5397,0.441,0.0,0.775,36.4,20.3,3.8,6.0,68.8,DET
1966,2,12,Dorie Murrey,Detroit Mercy,357,4486,1683,1555,226,0.425,0.0,0.679,12.6,4.7,4.4,0.6,6.5,DET
1965,1,3,Bill Buntin,Michigan,42,713,324,252,36,0.395,0.0,0.615,17.0,7.7,6.0,0.9,0.9,DET
1965,2,14,Tom Van Arsdale,Indiana,929,28682,14232,3942,2085,0.431,0.0,0.762,30.9,15.3,4.2,2.2,36.6,DET
1965,3,23,Ron Reed,Notre Dame,119,2245,951,762,173,0.364,0.0,0.571,18.9,8.0,6.4,1.5,-1.0,DET
1964,1,2,Joe Caldwell,Arizona State,468,13874,7127,2367,1257,0.459,0.0,0.634,29.6,15.2,5.1,2.7,23.9,DET
1964,2,11,Les Hunter,Loyola Chicago,24,114,42,50,11,0.281,0.0,0.429,4.8,1.8,2.1,0.5,-0.5,DET
1964,3,20,Wali Jones,Villanova,607,14420,6140,1394,1947,0.409,0.0,0.8,23.8,10.1,2.3,3.2,14.9,DET
1964,4,29,Jim Davis,Colorado,597,10027,3997,3109,739,0.461,0.0,0.674,16.8,6.7,5.2,1.2,19.2,DET
1963,1,4,Eddie Miles,Seattle University,605,15681,8120,1860,1225,0.44,0.0,0.747,25.9,13.4,3.1,2.0,24.4,DET
1963,6,49,Reggie Harding,Out US,205,5529,1839,1865,343,0.413,0.0,0.607,27.0,9.0,9.1,1.7,5.7,DET
1962,1,4,Dave DeBusschere,Detroit Mercy,875,31202,14053,9618,2497,0.432,0.0,0.699,35.7,16.1,11.0,2.9,60.8,DET
1962,2,13,Kevin Loughery,St. John's,755,22208,11575,2254,2803,0.413,0.0,0.803,29.4,15.3,3.0,3.7,29.8,DET
1962,4,31,Reggie Harding,Out US,205,5529,1839,1865,343,0.413,0.0,0.607,27.0,9.0,9.1,1.7,5.7,DET
1961,1,4,Ray Scott,University of Portland,684,21339,10184,7154,1618,0.405,0.0,0.72,31.2,14.9,10.5,2.4,30.8,DET
1961,2,17,Johnny Egan,Providence,712,14448,5521,1294,2102,0.429,0.0,0.805,20.3,7.8,1.8,3.0,23.7,DET
1961,3,26,Doug Kistler,Duke,5,13,8,1,0,0.5,0.0,0.5,2.6,1.6,0.2,0.0,0.0,DET
1961,5,44,Danny Doyle,Belmont Abbey College,4,25,16,8,3,0.5,0.0,0.8,6.3,4.0,2.0,0.8,0.1,DET
1960,1,4,Jackie Moreland,Louisiana Tech,348,6250,2684,1779,432,0.413,0.0,0.709,18.0,7.7,5.1,1.2,8.0,DET
1960,2,12,Ron Johnson,Minnesota,14,103,37,29,2,0.302,0.0,0.647,7.4,2.6,2.1,0.1,-0.1,DET
1960,5,36,Willie Jones,Northwestern,272,4568,2016,767,545,0.393,0.0,0.682,16.8,7.4,2.8,2.0,0.8,DET
1960,11,78,Mel Peterson,Wheaton College,2,3,2,1,0,1.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,DET
1959,1,2,Bailey Howell,Mississippi State,950,30627,17770,9383,1853,0.48,0.0,0.762,32.2,18.7,9.9,2.0,114.8,DET
1959,3,18,Gary Alcorn,Fresno State,78,844,261,329,24,0.293,0.0,0.598,10.8,3.3,4.2,0.3,-1.3,DET
1959,4,26,George Lee,Michigan,297,5158,2229,1235,258,0.379,0.0,0.734,17.4,7.5,4.2,0.9,6.6,DET
1959,5,34,Tony Windis,Wyoming,9,193,36,47,32,0.267,0.0,0.667,21.4,4.0,5.2,3.6,-0.2,DET
1958,2,11,Barney Cable,Bradley,362,6817,2372,1884,381,0.42,0.0,0.665,18.8,6.6,5.2,1.1,6.5,DET
1958,6,43,Shellie McMillon,Bradley,263,4977,2397,1571,232,0.434,0.0,0.634,18.9,9.1,6.0,0.9,8.1,DET
1957,1,2,Charlie Tyra,Louisville,348,7811,3091,2567,315,0.387,0.0,0.672,22.4,8.9,7.4,0.9,5.0,DET
1957,3,18,Bill Ebben,Detroit Mercy,8,50,15,8,4,0.214,0.0,0.75,6.3,1.9,1.0,0.5,-0.2,DET
1957,8,57,Doug Bolstorff,Minnesota,3,21,4,0,0,0.4,0.0,0.0,7.0,1.3,0.0,0.0,0.0,DET
1956,1,7,Ron Sobie,DePaul,192,3868,1619,791,353,0.379,0.0,0.808,20.1,8.4,4.1,1.8,7.2,DET
1956,3,23,Bill Thieben,Hofstra,85,876,337,272,24,0.331,0.0,0.64,10.3,4.0,3.2,0.3,-0.5,DET
1955,1,8,Johnny Horan,Dayton,19,93,34,10,2,0.286,0.0,0.909,4.9,1.8,0.5,0.1,-0.1,DET
1955,2,15,Jesse Arnelle,Penn State,31,409,147,170,18,0.317,0.0,0.623,13.2,4.7,5.5,0.6,0.0,DET
1954,1,4,Dick Rosenthal,Notre Dame,85,1594,575,352,170,0.362,0.0,0.702,18.8,6.8,4.1,2.0,1.9,DET
1954,8,67,Don Bielke,Valparaiso,7,38,14,9,1,0.556,0.0,0.571,5.4,2.0,1.3,0.1,0.2,DET
1953,1,4,Jack Molinas,Columbia University,32,958,370,228,51,0.39,0.0,0.759,29.9,11.6,7.1,1.6,3.6,DET
1952,1,3,Dick Groat,Duke,26,663,309,86,69,0.368,0.0,0.79,25.5,11.9,3.3,2.7,2.0,DET
1951,1,4,Zeke Sinicola,Niagara University,12,48,13,2,3,0.25,0.0,0.375,4.0,1.1,0.2,0.3,-0.2,DET
1951,2,14,Jack Kiley,Syracuse,53,504,124,51,65,0.227,0.0,0.571,9.5,2.3,1.0,1.2,-1.8,DET
1951,3,24,Jake Fendley,Northwestern,103,1031,287,126,94,0.344,0.0,0.742,10.0,2.8,1.2,0.9,2.1,DET
1950,1,8,George Yardley,Stanford,472,15767,9063,4220,815,0.422,0.0,0.78,33.4,19.2,8.9,1.7,58.5,DET
1950,2,20,Jim Riffey,Tulane,35,0,150,61,16,0.351,0.0,0.769,0.0,4.3,1.7,0.5,0.2,DET
1950,3,32,Art Burris,Tennessee,74,514,187,205,54,0.26,0.0,0.627,12.5,2.5,2.8,0.7,-1.0,DET
2023,1,19,Brandin Podziemski,Santa Clara,74,1968,682,427,273,0.454,0.385,0.633,26.6,9.2,5.8,3.7,4.1,GSW
2022,1,28,Patrick Baldwin,UW-Milwaukee,69,719,290,163,40,0.386,0.348,0.676,10.4,4.2,2.4,0.6,0.3,GSW
2022,2,51,Tyrese Martin,UConn,16,66,21,12,2,0.391,0.143,1.0,4.1,1.3,0.8,0.1,0.0,GSW
2022,2,55,Gui Santos,Out US,23,192,82,49,14,0.509,0.37,0.941,8.3,3.6,2.1,0.6,0.7,GSW
2021,1,7,Jonathan Kuminga,Out US,211,4528,2506,820,352,0.524,0.341,0.707,21.5,11.9,3.9,1.7,10.1,GSW
2021,1,14,Moses Moody,Arkansas,181,2580,1063,381,131,0.46,0.362,0.758,14.3,5.9,2.1,0.7,5.0,GSW
2020,1,2,James Wiseman,Memphis,147,2794,1344,829,110,0.56,0.267,0.681,19.0,9.1,5.6,0.7,4.3,GSW
